GrB WER CER EER NHU EHU CHU SMI CMI NCMI NMI WON EON WSU CSU ESU LSC NR SB SMR WB NCGeB CON
20160331 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0.1 0 NA 0 30.5 1.9 8.5 0
20160401 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0.1 0 NA 0 32.1 1.9 8.5 0
20160402 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4 0.1 0 NA 0 32.1 1.9 8.5 0
20160403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4 0.1 0 NA 0 15.1 1.5 5.5 0
20160404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 15 1.5 5.3 0
20160405 1.9 0 0 0 0.1 0 0 0 0 0 0.7 0 0.1 0 2.7 0.1 0 NA 0 20.6 2.6 5.9 0
20160406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4 0.1 0 NA 0 14.6 2.1 5.6 0
20160407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4 0.1 0 NA 0 13.3 2.1 5.2 0
20160408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4 0.1 0 NA 0 11.8 2.1 4.6 0
20160409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 12.1 0.8 4.5 0
20160410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 11.9 0.8 4.5 0
20160411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0.1 0 NA 0 12.3 0.8 4.5 0
20160412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 11.8 1.1 4.6 0
20160413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 10.7 0.8 4.7 0
20160414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 9.7 0.6 4.4 0
20160415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 6.2 0.6 4.1 0
20160416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.1 0 NA 0 5.8 0.6 4.1 0
20160417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0.1 0 NA 0 5.5 0.6 4 0
20160418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0 0 NA 0 3.9 0.6 4.2 0
20160419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0 0 NA 0 2 0.5 3.9 0
20160420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0.1 0 NA 0 2.9 0.7 4 0
20160421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0.1 0 NA 0 2.5 0.7 3.9 0
20160422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0.1 0 NA 0 2.5 0.7 3.9 0
20160423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 NA 0 0.4 0 3 0
20160424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 NA 0 0.4 0 1.5 0
20160425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 NA 0 0.4 0 1.5 0
20160426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 NA 0 0.4 0 0.8 0
20160427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 NA 0 0 0 0 0
20160428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 NA 0 0 0 0 0
20160429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 NA 0 0 0 0 0
20160430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7 0 0 NA 0 0 0 0 0
20160501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2 0 0 NA 0 0 0 0 0
20160502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 NA 0 0 0 0 0
20160503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 NA 0 0 0 0 0
20160504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 NA 0 0 0 0 0
20160505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0
20161211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 NA 1 2.7 0 0 0
20161212 3.7 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2 0 0 NA 1.3 1.9 0 0 0
20161213 6.9 1.1 0 0 0 0 0 0 0 0 0 0 0 0 1.3 0 1.9 NA 5.3 2.2 0 0.1 0
20161214 9.1 1.6 0 0 0.1 0 0 0 0 0 0 0 0 0 1.5 0 4.3 NA 7.9 2.9 0 0.2 0
20161215 22.5 30.9 0.1 1.1 1.3 0 1.6 0 0.6 1.3 2.4 0 3 0 2 0 42.1 NA 30 21.9 4.3 2.2 0
20161216 32.7 54.2 0.1 2.1 1.9 0 2.4 0 0.9 1.9 4.7 0 5.3 0 2.3 0 77.1 NA 47.7 37 6.6 3.4 0
20161217 37.9 60.2 0.6 2.5 2.2 0 3.3 0.5 0.9 1.9 4.7 0 4.4 0 2.3 0 75.3 NA 54.2 37 6.6 4.7 0.1
20161218 23.7 61 0.8 2.5 2 1.7 4.3 0.5 0.2 0.6 4.7 0 4.4 0.5 2.5 0.1 85 NA 37.8 39.5 6.6 5.9 0.3
20161219 34.3 61.5 0.8 2.6 0.8 0.7 1.5 3.5 0.3 0.6 2.3 0 5 1.4 3.9 0.1 85 NA 41.5 44.5 7.8 6.6 0.5
20161220 39.8 61.8 1.7 2.7 1 1.7 6.1 3 0.4 1.2 3.7 0.9 5.4 1.7 4.4 0.2 85 NA 58.5 50 5.6 8 0.3
20161221 39.8 61.5 2.1 2.6 1 1.7 6.1 3.2 1.4 1.4 3.7 0.9 5.2 1.9 4.6 0.2 85.6 NA 58.5 50 5.6 5.4 0.2
20161222 34.1 61.5 2.1 2.6 0.6 1.7 5 0.7 0.1 1.5 1.5 0.9 5.2 0.2 3 0.2 85.6 NA 59.4 55 6.3 5.3 0.2
20161223 27 49.6 1.5 1.7 0.2 0.4 0.2 0.8 0 0 0.4 0 3.9 0 2.5 0.1 71.3 NA 45 41.7 2.9 3.4 0.1
20161224 28.4 49.6 1.5 1.5 0.2 0.4 0.2 0.8 0 0 0.4 0 3.7 0 2.5 0.1 71.3 NA 45 41.8 3.4 3.2 0
20161225 28.4 49.6 1.5 1.5 0.2 0.9 0.2 0.8 0 0 0.4 0 3.7 0 2.5 0.1 71.3 NA 45 41.8 3.4 4.3 0
20161226 17.9 49.6 1.5 1.5 0.2 0.9 0.2 0.3 0 0 0.4 0 3.6 0 2.4 0.1 71.3 NA 46.8 41.4 2.7 4.1 0.1
20161227 28.8 36.2 0.8 3.2 0.2 0.4 0.1 0 0 0 1 0 4.6 0 2.9 0.1 43.3 NA 36.7 33.4 3 3.4 0.1
20161228 28.6 29.3 0.8 3.2 0.2 0.5 0 0 0 0 0 0 4.6 0 2.9 0.1 27.8 NA 28.7 33.4 3 3.4 0.1
20161229 30.1 28.9 2.2 3.2 0.2 0.3 0.2 0.2 0 0 0 0 4.3 0 2.5 0.1 23.5 NA 40.7 33.4 4.1 4.8 0.1
20161230 26.9 10.8 0.5 1.8 0.3 0.2 0 0.1 0 0 1.1 0 2.3 0 2.1 0.1 11.9 NA 23.7 36.6 3.9 5.1 0.1
20161231 30 8.7 0.6 1.8 0.3 0.2 0 0.1 0 0 1.1 0 3.6 0 2.1 0.1 12.4 NA 25.8 42.2 5.2 4.7 0.1
20170101 31.4 6.5 0.5 0.6 0.3 0.2 0 0.1 0 0 0.4 0 3.6 0 2.3 0.1 7.7 NA 32.6 43.8 5.3 4.1 0.1
20170102 38.2 7.3 0.4 0.4 0.4 0.5 0.2 0 0 0.1 1.7 0 3.2 0 2.3 0.1 6.7 NA 32.4 30.6 0.9 4.1 0
20170103 38.2 8.3 0.4 0.6 0.4 1.5 0.4 0 0 0.1 2 0 4 0 2.3 0.1 6.7 NA 47.5 47.7 0.9 5.4 0.1
20170104 46.2 21.4 0.8 0.6 0.4 1.5 1.5 0 0 0.2 2.4 0 4 0 2.3 0.1 6.7 NA 47.5 47.7 0.9 5.5 0.1
20170105 59.7 23.5 0.4 2.3 0.7 1.7 1.6 3.5 0.3 1.7 7.8 0 6.9 1.2 5.2 0.1 41.6 NA 50.3 62.7 10 5.3 0.1
20170106 87.7 62.9 5.1 3.3 3.1 1.7 4.1 7.1 3 5.9 17.3 0.4 6 5.4 7.1 0.2 63.6 NA 50.5 69.6 9.8 18.1 0.4
20170107 90.5 81.1 8.7 3.4 5.5 2.7 5.8 7.3 2.6 6.3 20.2 1.3 7 4.2 9.5 0.2 88.7 NA 50.9 87.2 13.4 28.4 2.2
20170108 90.1 87.2 10.1 5.8 2.2 2.6 5.8 9 1.7 4.6 17 0.9 7.1 7.7 8.8 0.2 90.2 NA 51.9 85.8 12.3 27.8 1.5
20170109 89 87.1 12.7 7.1 3.5 4.5 9.9 18 2.1 2.7 22.5 0.9 9.4 8.5 10.8 1.3 90.1 NA 66.9 87.7 15.1 16.9 1
20170110 89 87.1 24.8 21.3 3.5 1.9 12 18 2.1 2.7 22.5 4.8 8.2 8.5 10.8 1.4 90.1 NA 66.9 87.7 15.1 14.7 1.9
20170111 89.2 87.1 21.3 15.4 5.4 2.9 10.6 14.7 1.9 2.9 25 0.4 8 10.4 13.1 2.6 90.4 NA 74.6 91.7 21.6 15.8 0.4
20170112 91.5 81.7 7 9.9 7.9 2.9 6.8 2.4 0.7 5.9 53.6 0.4 8 10.4 11.8 0.7 90.4 NA 76.6 89.3 19 22.3 0.4
20170113 92.7 35.9 4.4 5.9 2.7 1.1 3.9 3.8 0.2 3.3 42.6 0 8 9.3 11 0.7 73.7 NA 54.8 81.3 16.8 18.9 0.1
20170114 93.1 46.9 3.9 8.8 3.5 1.5 5.2 3.5 0.5 4 44.1 0 8.4 7 10 0.9 77 NA 57.5 81.3 20.3 17.8 0.1
20170115 93.8 10.1 3.8 7.3 4.3 2.6 4.8 4.1 1.5 3.2 42.1 0 9 6.6 13.4 1.8 70.3 NA 57.2 81.3 17.3 18.1 0.1
20170116 94.2 87.2 26.2 6.3 2.5 1.7 12.4 16.8 1.9 2.4 28.4 0 8.1 4.8 13.2 2.6 87.4 NA 66.3 79.8 15.7 18.8 0.5
20170117 95.4 62.7 17.8 4.1 2.5 1.7 8.7 16.8 1.9 2.3 28.4 0 9.1 4.8 13.2 2.6 87.1 NA 65.7 79.8 15.7 18.6 0.3
20170118 95.4 52 4.1 0 2.5 1.7 8.7 16.8 1.9 4.2 47.9 0 10.2 5.9 11.6 1.3 69.9 NA 62.4 79.8 12.1 17.3 0.1
20170119 90.6 46.7 2.1 0 4 1.9 7.1 1.4 0 0.8 22.1 0 10.5 3.6 9.5 0.8 56.4 NA 57.9 85.4 12 19.5 0.1
20170120 91 22.5 1.9 0 2.3 1.3 2.5 0 0 0.6 21.2 0 10.2 0.2 7.7 0.4 50.9 NA 59.2 78 8.4 18.1 0.1
20170121 90.3 25 1.6 0 2.4 1.6 2 0 0 0.6 23.9 0 7.2 0 7.5 0.3 38 NA 57.9 77.1 7.8 19 0.1
20170122 94.2 19.7 1.4 0 2 2.2 1.2 0 0 0.4 21.2 0 5.3 0.2 6.7 0.2 36 NA 50.4 72.9 6 19.6 0.1
20170123 93.9 18.2 0 0 0.5 2.1 0.9 0 0 0.5 24.8 0 4.2 0.1 6 0.2 31.1 NA 44.2 83.9 7.6 16.9 0.1
20170124 93.9 20.7 0 0 0.8 2.3 0.8 0 0 0.5 25.3 0 4.1 0.2 5.6 0.1 31.1 NA 44.9 81.3 8.5 17.8 0.1
20170125 93.1 16.3 0 0 0.9 2.4 0.7 0 0 2.1 28.1 0 4 0 5.4 0.3 29 NA 45.8 83.9 9.5 18 0.1
20170126 88.3 18 0 0 1.8 2.4 1 0 0 1.4 36.1 0 3.4 0 5.5 0.1 28.5 NA 42.6 76.7 12.6 17.5 0.1
20170127 82.7 13.1 0.1 0 2.3 0.6 0.5 0 0 2 33.9 0 3.1 0 5.8 0.1 17.3 NA 38.4 66.7 9.4 10.3 0.1
20170128 69.9 9.5 0.6 0 3.4 0.5 0 0 0 2.3 30 0 3.1 0 6.1 0.1 8.2 NA 20.4 66.7 8.7 10.3 0.1
20170129 90.4 7.1 1.2 0 3.2 0.5 0.1 0 0 2.3 35 0 3.1 0 5.6 1.1 12.1 NA 34.7 86.7 22.7 21.5 0.1
20170130 94.3 27.6 1.5 3.4 3.7 3.1 2.4 0 0 2.8 48.5 0 2.9 0.7 8.3 1.6 26.2 NA 50.7 97.4 22.5 35.3 0.1
20170131 95.1 17.1 2.2 3.4 3.9 3.7 6.3 0.7 0.1 1.5 45.8 0 5.9 0.7 10.1 0.5 22.4 NA 50.6 98.2 22.3 35.8 0.1
20170201 94.6 7.8 1 2.3 4.2 1.6 2.4 0.7 0.4 1.4 47.4 0 6.2 3.2 9 0.4 17.2 NA 49 97 27.9 27.4 0.1
20170202 96.1 1.8 1 2.3 3.8 0.9 3.9 1.3 1.1 4 31.4 0 7 4.3 8 0.4 7 NA 48.9 87.1 44.1 27.4 0.1
20170203 96.1 5.5 2.3 2.8 6.9 1.8 7.7 5.8 1.1 5.9 40.8 0 4.5 6.4 9.4 0.7 36.7 NA 59.5 96.8 71.1 34.5 0.2
20170204 94.4 8.3 3.7 2.8 6.2 1.3 6.5 4.5 0.7 3.9 33.5 0 5.1 4.7 9.8 0.7 62 NA 59.9 90.1 59.9 28.9 0.1
20170205 92 9.3 4.4 2.5 5 0.5 4 2.5 0.2 0.9 24.6 0 5.2 2.5 9.6 0.7 81.5 NA 57.4 83.3 48.1 22.2 0.1
20170206 87.4 35.8 17 13.3 12.6 6.1 17.6 2.8 0.7 3.9 33.3 0.6 13.8 3 7.5 1.2 83.5 NA 68.3 96.7 58.8 37.2 3.1
20170207 87.4 48.9 16.4 11.5 14.1 6.1 17.8 3.8 1.3 4.3 34 1.2 20.4 3 8.5 1.5 92.5 NA 75 96.7 58.3 40.2 3.5
20170208 94.5 77.6 30.2 16.1 3.3 4.8 5.8 5.6 4.3 6.5 56.2 1.8 20.7 2.5 8.7 2.3 92.5 NA 60.7 93.3 81.2 39.5 2.7
20170209 97.2 21.5 1.5 6 7.2 3 8.4 2.1 1 3.2 58.9 0.3 16.5 3.4 8.4 3.6 81.3 NA 62.3 97.9 79.2 42.8 0.6
20170210 96 19 3.6 10.8 6.2 3.6 15.3 0.6 0.7 3.7 55.5 0.1 18.2 1.3 8.6 4.2 78.4 NA 73.6 97.8 76.5 45.2 2
20170211 93 15 1.8 7.3 8.9 2.1 18.4 0 0 4.6 52.1 0.1 18.2 0.7 10.1 2.7 76.3 NA 77.3 97.8 78.1 37.2 0.7
20170212 92.5 19.6 1.1 4.6 11.6 3.6 19.1 0 0 5.4 49.5 0.1 20.2 0.4 10.5 3.5 76.4 NA 78.9 97.8 86.4 40.9 1.3
20170213 82 17.9 6.5 4.6 8.6 5.2 6.6 0 0 1.9 32 0 16.1 1.9 7.4 0.4 51.7 NA 57 92.4 68.4 40.1 0.1
20170214 79.2 10.2 5.4 2.6 8.5 3.9 4.1 0 0 2 29.6 0 20.5 1.6 7 0.2 29.4 NA 55.7 96.6 69.7 40 0.1
20170215 77.5 9.4 5.6 3.8 5.7 1.2 6.4 0 0 2.1 33.1 0 20.5 1.3 5.6 0.8 29.4 NA 53.2 96.6 62.6 33 0.1
20170216 87.8 11.7 5.8 6.9 10.5 7 19.3 0 0 3.5 55.2 0 16.4 1.3 5.5 6.4 66.7 NA 70.7 93.4 95.3 42 0.1
20170217 97.1 7.3 8.4 5.4 8.4 6.3 17.2 0.5 0 1.9 49.8 0 20.1 4.8 10.2 6.9 43.2 NA 64.4 93.4 89.6 50.7 0.5
20170218 96.9 6.1 5.9 3.8 6.2 3.9 10.5 0.2 0 0.8 40.3 0 12.4 2.5 8 5.3 43.9 NA 58.1 98.3 90.4 42.3 0.1
20170219 84.4 0.3 0.4 0 2.1 1.4 4.7 0 0 0.5 30.1 0 11.6 1.1 5.4 0.8 13.8 NA 42.3 98.7 71.4 37.3 0.1
20170220 85.3 0.8 1.2 0.1 1.5 2.6 4.2 0 0 0.3 35.9 0 15.9 0 5.8 0.5 21.6 NA 34.5 99.6 75.9 36.9 0.1
20170221 80.5 0.8 1.4 0 1.5 3.8 4.3 0 0 0.4 37.1 0 15.5 0.6 6.2 1.3 19 NA 36.3 99.6 91.2 39.1 0.1
20170222 78.5 0 0.2 0 2.2 4.6 3.7 0 0 0.1 28.4 0 15.5 1.4 5.9 1.5 7.6 NA 36.3 95.7 91.2 38.4 0.1
20170223 78.5 0 0 0 2.7 1.9 3.7 0 0 0.1 27.4 0 11 1.4 5.9 1.4 0 NA 30 99.6 45.3 32 0.1
20170224 70.4 0 0 0 2 1.3 0.4 0 0 0.1 22.4 0 9.2 0.8 5.3 1.4 0 NA 20 99.2 32.2 29.7 0.1
20170225 58.5 0 0 0 1.1 0.7 0 0 0 0.7 20.5 0 8.2 0 3.5 1 0 NA 14.7 93.3 51.8 28.3 0.1
20170226 75.2 0 0 0 3.6 1 0 0 0 1.1 28.8 0 6 0 3 1.7 0 NA 9.1 91.9 91 30.6 0.1
20170227 51.4 0 0 0 3.3 0.7 0 0 0 0.5 17.7 0 2.7 0 3.9 0.4 0 NA 0 89.9 55.2 21.4 0
20170228 51.3 0 0 0 3.1 0.7 0 0 0 0.5 17.7 0 2.6 0 4 0.3 0 NA 0 89.9 55.2 20.7 0
20170301 50 0 0 0 1 0.7 0 0 0 0.1 39.1 0 2.2 0.1 4.3 0.5 0 NA 0 90 67.1 23.6 0
20170302 91.8 0 0 0 7.5 1.2 0.3 0 0 1.9 56.3 0 1.2 0 8 4.7 0 NA 0 95.8 90.6 41.9 0
20170303 91.9 0.4 0 0 8.8 2 1.2 0 0 1.9 53 0 3.5 3.1 7.5 8 6.2 NA 0 97.7 89.5 49.6 0.2
20170304 95.3 0 0 0 12.4 3.3 5.7 0 1 2.8 55.1 0 3 11.9 14.9 19.6 0 NA 14.6 98 93.3 58 0.1
20170305 93.5 0 0 0 3.8 5.5 1.9 0 0 0.5 42.3 0 2.3 5.3 10.4 8.6 3.4 NA 19.9 97.1 90.8 57.3 0
20170306 84.3 0 0 0 2.9 6.3 0 0 0 0 41.3 0 8.5 6.9 9.6 9 0 NA 20.5 97.1 57.8 53.1 0
20170307 66.6 0 0 0 2.4 4.2 0 0 0 0 37.6 0 7.8 1.5 6.7 9.6 0 NA 12.1 97.1 61.8 50.6 0
20170308 41.4 0 0 0 2.5 4.2 0 0 0 0.1 19.3 0 1.7 0.2 3.3 0.5 0 NA 0 97.1 69.3 45.5 0
20170309 30.9 0 0 0 4.7 0.8 0 0 0 0.7 23 0 1.4 0.5 4.9 0.6 0 NA 1.8 91 69.3 23.1 0
20170310 69.2 0 0 0 8.5 1.1 0 0 0 2.5 26.9 0 0.8 0.8 5.4 3 0 NA 7.1 95.3 52.7 23.8 0
20170311 83.4 0 0 0 10.1 1.9 0 0 0 2.4 21.5 0 2.6 2.1 7.8 3.8 1 NA 0 97.3 50.2 38.2 0
20170312 89.7 0 0.1 0.7 14.4 10.1 7.9 0 0 2.2 45.7 0 9.6 1.5 8.3 11.2 4.4 NA 47.2 97.7 93 59.6 0.5
20170313 94.9 0 0.7 2.3 15.5 16 12.9 0 0 3.9 83.3 0 20.8 0.8 10.4 20 48.6 NA 64.8 98.2 95.3 69.6 1.5
20170314 94.7 0 0.5 2.7 16.7 14 4 0 0 5.8 76.7 0 26.4 6.8 12.5 21.6 48.4 NA 59.5 98.6 94.7 81 1.9
20170315 85.3 0 0.5 2.7 9.1 3.6 16.9 0 0 5.7 58.2 0 26.4 5.7 10.3 16.6 49.3 NA 77.1 99.4 91.6 60.7 1.9
20170316 83.8 0 1.1 11.2 8.5 4.5 12.2 0 0 3.4 35.4 0 30 5.8 10.3 11.5 79 NA 59.7 99.4 94.5 54.7 1.3
20170317 86.9 13.1 0.2 5.9 6.2 2 8.6 0 0 1.7 32 0 22.9 6 11.5 9.5 44.9 NA 59.9 99.4 93.5 40.1 0
20170318 80.8 9.2 0 4.9 6.2 1.9 6.8 0 0 0.1 33.4 0 23.1 0.7 6.8 7.5 43.5 NA 58.8 99.4 82.7 33.2 0.1
20170319 80.2 0.5 0 2 6.1 5.4 5.8 0 0 0.1 45.1 0 21.7 0.5 6.6 8.3 34.8 NA 59.6 98.9 83.4 38.5 0
20170320 86.7 1.2 0 2 6.6 3.9 5.6 0 0 0.1 47.7 0 17.7 0.6 6.2 8.7 27.4 NA 55.3 98.5 80.8 33.4 0
20170321 84.4 0.3 0 2.4 6.3 1.3 4 0 0 1 47.1 0 15.7 0.2 4.6 6.1 32.5 NA 61.6 98.5 85.8 29.7 0.1
20170322 56.4 0 0 0.6 2.9 2 1.3 0 0 1.1 21.5 0 14.8 0.1 4.2 2.6 22.4 NA 15.6 84.1 81.8 28.8 0.1
20170323 56.4 0 0 0 2.7 0.7 1.2 0 0 0.9 22.4 0 15.4 0.1 4.7 2.4 10.8 NA 13.1 86.4 81.9 30.2 0.1
20170324 55.7 0 0 0 2.2 0.9 0.8 0 0 0.6 16 0 13.8 0.7 4.7 2.5 4.7 NA 12 86.2 64.3 28.4 0
20170325 46.2 0 0 0 1.8 0.9 0.7 0 0 0 19.8 0 14.5 0.2 3.4 2.8 4.2 NA 5.9 93.9 73.3 29.4 0
20170326 28.3 0 0 0 1 0.7 0.4 0 0 0 16.7 0 14.4 0 3.2 2.3 0 NA 3.5 91.8 72.8 26 0.1
20170327 30.5 0 0 0 0.4 0.3 0.2 0 0 0 13.3 0 14 0 3 1.4 0 NA 2.5 91.8 62.9 24 0.1
20170328 30.5 0 0 0 2.6 0.3 0.1 0 0 0 10.5 0 13.8 0 3.6 1.5 0 NA 2.5 97.6 67.2 24.4 0.1
20170329 35.9 0 0 0 2.7 0 0.1 0 0 0.3 13.4 0 13.6 0 3.4 1.8 0 NA 3.8 89.4 63.1 28.8 0.1
20170330 35.8 0 0 0 2.3 0 0.1 0 0 0.2 9.3 0 8.7 0 3.1 1.6 0 NA 3.8 88.7 64.5 29.2 0
20170331 23.1 0 0 0 2.6 0 0 0 0 0 12.2 0 4.2 0 3 1.1 0 NA 1.5 90.4 52.2 26 0
20170401 19.1 0 0 0 1 0 0 0 0 0 7.4 0 3.3 0 2.7 0.3 0 NA 1 86.2 60 19.7 0
20170402 14.5 0 0 0 0.5 0 0 0 0 0 5.8 0 0.9 0 2.7 0.2 0 NA 0.8 84.5 62.3 20.4 0
20170403 13.9 0 0 0 0.3 0 0 0 0 0 4.9 0 1.6 0 2.7 0.2 0 NA 1 81 55.6 19.6 0
20170404 1.7 0 0 0 0.8 0 0 0 0 0 5.3 0 1 0 2.5 0.3 0 NA 0.7 76.3 61.7 18.1 0
20170405 0.6 0 0 0 0.7 0 0 0 0 0 0.8 0 0.6 0 2.5 0.1 0 NA 0 63 46.2 17.3 0
20170406 0.2 0 0 0 0.7 0 0 0 0 0 0.4 0 0 0 2.4 0.1 0 NA 0 60 43.5 16.5 0
20170407 0 0 0 0 0.5 0 0 0 0 0 0.2 0 0 0 2.3 0.1 0 NA 0 32.4 22.1 10.4 0
20170408 0 0 0 0 0 0 0 0 0 0 0.6 0 0.2 0 2.2 0.1 0 NA 0 20.2 26.8 10.1 0
20170409 0 0 0 0 0 0 0 0 0 0 0.6 0 0 0 2.1 0.1 0 NA 0 23.7 28.8 9.4 0
20170410 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 2.1 0.1 0 NA 0 22.9 24.2 9.3 0
20170411 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 1.8 0.1 0 NA 0 22.7 24.3 9.9 0
20170412 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 1.8 0.1 0 NA 0 8.1 11.3 3.8 0
20170413 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 1.8 0 0 NA 0 1.9 21.6 1.5 0
20170414 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 1.8 0 0 NA 0 0.4 22.7 1.4 0
20170415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6 0 0 NA 0 0.3 12.2 0.6 0
20170416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7 0 0 NA 0 0.3 11.9 0.8 0
20170417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 0 0 NA 0 0.3 5.9 0.4 0
20170418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 NA 0 0 2.9 0 0
20170419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 NA 0 0 2.4 0 0
20170420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 NA 0 0 3.4 0 0
20170421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 NA 0 0 0 0 0
20170422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 NA 0 0 0 0 0
20170423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 NA 0 0 0 0 0
20170424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0
20170425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0
20170426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0
20171129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 NA 0 0 0 0 0
20171130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 NA 0 0 0 0 0
20171201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2 0 0 NA 0 0 0 0 0
20171202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0 NA 0 0 0 0 0
20171203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3 0 0 NA 0 0 0 0 0
20171204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7 0 0 NA 0 0 0 0 0
20171205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7 0 0 NA 0 0 0 0 0
20171206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7 0 0 NA 0 0 0 0 0
20171207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 0 0 NA 0 0 0 0 0
20171208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3 0 0 NA 0 0 0 0 0
20171209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 0 0 NA 0 0 0 0 0
20171210 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0.1 0 NA 0 2.2 0 0 0
20171211 5.8 1.2 0 0 0 0.1 0.1 0 0 0 0 0 0 0 2 0.1 2.3 NA 16.2 21.7 2.9 0.6 0
20171212 6.4 1.3 0 0.3 0.1 0 0 0 0 0 0 0 0 0 2.2 0.1 1.7 NA 41 18.4 3 0.6 0
20171213 9.9 1.5 0.1 5.1 0.3 0 0 0 0 0 0 0 6 0 2.5 0.1 3.1 NA 30.5 32.9 7.5 6.7 0.3
20171214 22.5 5.4 0 1.4 1.4 1.2 2 0 0.3 0.4 6.8 0 6.1 0 3.5 0 30.3 NA 44.6 38.4 6.5 8.7 0.2
20171215 22.5 28.7 0 2.8 0.6 0.5 3.4 0 0.3 0.4 6.8 0.4 7.5 0.2 3.7 0 81.4 NA 54.7 90.3 9.4 13.7 2.1
20171216 23.4 28.7 0 2.8 1.1 0.8 3.4 0 0.3 0.4 7.2 0.4 11.9 0.2 3.9 0.1 84.9 NA 54.7 92.3 11.5 17.9 2.7
